STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WDFG,WDFM,WESD,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT13,WT14,WT16,WT18,WT19
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/08/2012,,1.34,,,0,,0,0,,86,69,,,260,270,,,,8.1,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/08/2012,,1.79,,,0,,0,0,,83,66,,,290,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/08/2012,,1.34,,,0,,0,,,79,66,,,280,260,,,,8.9,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/08/2012,,1.57,,,0,,0,0,,82,66,,,270,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/08/2012,,1.79,,,0,,0,0,,77,65,,,280,280,,,,8.9,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/08/2012,,1.79,,,0,,0,0,,79,64,,,280,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/08/2012,,1.57,,,0,,0,0,,86,61,,,280,270,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/08/2012,,1.34,,,0,,0,0,,90,67,,,280,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/08/2012,,1.12,,,0,,0,0,,92,72,,,270,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/08/2012,,0.89,,,0,,0,0,,90,71,,,270,270,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/08/2012,,0.89,,,0,,0,0,,86,68,,,270,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/09/2012,,1.12,,,0,,,,,88,63,,,270,260,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/09/2012,,1.34,,,0,,,,,87,61,,,290,270,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/09/2012,,0.89,,,0,,,,,85,63,,,270,270,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/09/2012,,1.12,,,0,,,,,91,65,,,260,260,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/09/2012,,0.89,,,0,,,,,84,69,,,270,270,,,,8.1,12.1,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/09/2012,,2.01,,,0,,,,,88,68,,,270,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/09/2012,,1.79,,,0,,,,,84,69,,,270,280,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/09/2012,,0.67,,,0,,,,,88,67,,,280,270,,,,8.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/09/2012,,1.34,,,0,,,,,90,69,,,100,150,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/09/2012,,0.89,,,0,,,,,89,73,,,280,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/09/2012,,1.12,,,0,,,,,80,68,,,270,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/09/2012,,1.79,,,0,,,,,80,67,,,270,270,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/09/2012,,0.89,,,0,,,,,82,67,,,280,270,,,,8.1,13,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/09/2012,,1.12,,,0,,,,,100,67,,,,,,,,6,,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/09/2012,,2.01,,,0,,,,,103,72,,,280,270,,,,8.9,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/09/2012,,0.67,,,0,,,,,88,69,,,270,280,,,,6.9,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/09/2012,,0.67,,,0,,,,,82,65,,,270,270,,,,8.1,13,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/09/2012,,0.89,,,0,,,,,83,63,,,270,270,,,,8.9,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/09/2012,,1.12,,,0,,,,,83,64,,,280,280,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/09/2012,,1.12,,,0,,,,,89,65,,,270,270,,,,8.1,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/09/2012,,0.89,,,0,,,,,91,67,,,270,250,,,,8.1,14.1,,,,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/09/2012,,1.12,,,0,,,,,90,68,,,270,260,,,,6.9,10.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/09/2012,,0.89,,,0,,,,,94,67,,,270,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/09/2012,,1.57,,,0,,,,,84,64,,,270,270,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/09/2012,,0.89,,,0,,,,,79,61,,,260,280,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/09/2012,,0.89,,,0,,,,,78,62,,,260,280,,,,8.9,16.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/09/2012,,1.12,,,0,,,,,80,62,,,270,270,,,,8.1,14.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/09/2012,,1.12,,,0,,,,,84,63,,,280,270,,,,8.1,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/09/2012,,0.89,,,0,,,,,85,64,,,270,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/09/2012,,0.89,,,0,,,,,93,64,,,280,260,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/10/2012,,1.34,,,0,,,,,95,66,,,280,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/10/2012,,0.67,,,0,,,,,93,68,,,270,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/10/2012,,0.67,,,0,,,,,83,63,,,290,280,,,,8.1,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/10/2012,,1.12,,,0,,,,,76,62,,,260,280,,,,8.1,14.1,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/10/2012,,0.67,,,0,,,,,77,62,,,270,270,,,,8.9,14.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/10/2012,,0.45,,,0,,,,,79,62,,,260,280,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/10/2012,,0.89,,,0,,,,,80,63,,,260,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/10/2012,,2.01,,,0,,,,,77,63,,,270,260,,,,8.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/10/2012,,1.57,,,0,,,,,76,63,,,270,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/10/2012,,2.24,,,0,,,,,75,60,,,270,280,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/10/2012,,1.34,,,0.01,,,,,75,58,,,270,280,,,,8.9,15,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/10/2012,,1.57,,,0,,,,,72,55,,,270,280,,,,12.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/10/2012,,0.67,,,0,,,,,77,57,,,270,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/10/2012,,,,,0,,,,,92,59,,,,,,,,,,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/10/2012,,,,,0,,,,,93,65,,,280,,,,,4.9,,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/10/2012,,0.89,,,0,,,,,91,62,,,270,260,,,,8.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/10/2012,,0,,,0,,,,,97,64,,,300,260,,,,6,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/10/2012,,2.01,,,0,,,,,81,67,,,130,120,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/10/2012,,0.89,,,0,,,,,79,64,,,280,280,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/10/2012,,1.79,,,0,,,,,73,65,,,120,140,,,,8.1,12.1,,,,,,,,,1,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/10/2012,,1.79,,,0,,,,,74,64,,,270,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/10/2012,,1.57,,,0,,,,,72,63,,,270,270,,,,8.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/10/2012,,0.22,,,0.01,,,,,71,60,,,270,280,,,,6,13,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/10/2012,,2.91,,,0,,,,,75,57,,,310,360,,,,13,21.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/10/2012,,2.68,,,0,,,,,85,62,,,330,350,,,,10.1,21,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/10/2012,,0,,,0,,,,,86,58,,,260,270,,,,4.9,8.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/10/2012,,0.45,,,0,,,,,91,59,,,270,270,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/10/2012,,0.67,,,0,,,,,89,58,,,270,270,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/10/2012,,0.67,,,0,,,,,84,57,,,270,280,,,,8.1,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/10/2012,,1.12,,,0,,,,,76,54,,,280,280,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/10/2012,,0.45,,,0,,,,,71,57,,,270,260,,,,6.9,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/11/2012,,0.67,,,0,,,,,70,56,,,280,280,,,,8.1,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/11/2012,,1.12,,,0,,,,,71,58,,,280,270,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/11/2012,,0.67,,,0,,,,,77,54,,,270,280,,,,6,8.9,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/11/2012,,0.89,,,0,,,,,90,54,,,270,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/11/2012,,1.12,,,0,,,,,94,59,,,270,280,,,,8.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/11/2012,,0,,,0,,,,,84,58,,,270,270,,,,6.9,12.1,,,,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/11/2012,,0.67,,,0,,,,,71,59,,,280,260,,,,8.1,10.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/11/2012,,1.12,,,0.01,,,,,68,59,,,100,90,,,,8.9,15,,,,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/11/2012,,2.91,,,0,,,,,65,51,,,270,270,,,,12.1,29.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/11/2012,,3.58,,,0,,,,,64,45,,,360,350,,,,14.1,23,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/11/2012,,1.12,,,0,,,,,67,44,,,90,280,,,,6.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/11/2012,,0.89,,,0,,,,,74,43,,,270,260,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/11/2012,,1.57,,,0,,,,,84,52,,,10,20,,,,6,8.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/11/2012,,0.89,,,0,,,,,80,53,,,290,270,,,,6.9,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/11/2012,,0.89,,,0.01,,,,,68,54,,,110,130,,,,6.9,8.9,,,,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/11/2012,,0.89,,,0.03,,,,,71,56,,,90,270,,,,8.1,12.1,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/11/2012,,3.13,,,0.28,,,,,68,60,,,100,140,,,,8.9,13,,,,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/11/2012,,0.67,,,0,,,,,70,57,,,270,280,,,,8.9,14.1,,,1,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/11/2012,,0.67,,,0,,,,,70,53,,,280,270,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/11/2012,,0.89,,,0,,,,,72,50,,,260,250,,,,6.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/11/2012,,0.22,,,0,,,,,69,51,,,140,270,,,,6,8.9,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/11/2012,,0.67,,,0,,,,,73,53,,,280,280,,,,6.9,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/11/2012,,0.67,,,0,,,,,78,49,,,260,260,,,,6.9,10.1,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/11/2012,,1.12,,,0,,,,,86,49,,,270,270,,,,8.9,13,,,,1,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/11/2012,,0.67,,,0,,,,,71,53,,,260,260,,,,6.9,8.9,,,,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/11/2012,,0.89,,,0,,,,,68,53,,,280,230,,,,6,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/11/2012,,0.45,,,0,,,,,70,51,,,270,260,,,,8.9,15,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/11/2012,,1.12,,,0.03,,,,,68,56,,,80,100,,,,6.9,12.1,,,,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/11/2012,,2.91,,,0.21,,,,,64,58,,,100,110,,,,8.9,13,,,,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/11/2012,,1.12,,,0.46,,,,,66,61,,,130,120,,,,6.9,13,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/12/2012,,0.45,,,0.03,,,,,67,59,,,280,270,,,,6.9,12.1,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/12/2012,,0.22,,,0.08,,,,,66,59,,,270,270,,,,6.9,12.1,,,,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/12/2012,,2.01,,,0.19,,,,,69,57,,,100,100,,,,10.1,14.1,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/12/2012,,0.89,,,0,,,,,68,55,,,280,280,,,,6.9,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/12/2012,,0.22,,,0,,,,,66,50,,,100,100,,,,6,8.9,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/12/2012,,0.89,,,0,,,,,68,54,,,280,270,,,,6.9,13,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/12/2012,,0.67,,,0,,,,,68,51,,,270,270,,,,6,8.1,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/12/2012,,0,,,0,,,,,67,50,,,100,130,,,,6,8.1,,,,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/12/2012,,0.45,,,0,,,,,68,53,,,270,270,,,,6,10.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/12/2012,,0,,,0,,,,,74,49,,,270,270,,,,6,8.9,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/12/2012,,0.45,,,0,,,,,72,48,,,270,270,,,,4.9,8.1,,,1,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/12/2012,,2.01,,,0.04,,,,,62,55,,,130,170,,,,8.1,12.1,,,,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/12/2012,,0,,,0.03,,,,,62,49,,,270,270,,,,6.9,14.1,,,1,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/12/2012,,1.79,,,0.08,,,,,59,43,,,260,270,,,,8.1,14.1,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/12/2012,,1.34,,,0,,,,,62,45,,,270,270,,,,10.1,14.1,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/12/2012,,2.46,,,0.04,,,,,55,52,,,90,70,,,,8.1,13,,,,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/12/2012,,0.67,,,0,,,,,64,55,,,270,270,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/12/2012,,3.58,,,0.43,,,,,63,54,,,340,340,,,,10.1,23,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/12/2012,,,,,0,,,,,63,45,,,,,,,,2.9,,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/12/2012,,2.01,,,0,,,,,67,41,,,100,70,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/12/2012,,1.12,,,0,,,,,66,44,,,270,280,,,,6.9,8.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/12/2012,,0.22,,,0,,,,,63,42,,,270,270,,,,8.1,13,,,,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/12/2012,,0.45,,,0,,,,,65,53,,,280,260,,,,8.1,12.1,,,,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/12/2012,,2.68,,,0.46,,,,,64,49,,,100,90,,,,10.1,15,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/12/2012,,0.67,,,0,,,,,62,47,,,270,280,,,,6,8.9,,,1,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/12/2012,,2.24,,,0.33,,,,,63,49,,,270,280,,,,10.1,17.9,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/12/2012,,4.7,,,0,,,,,63,48,,,350,290,,,,10.1,17.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/12/2012,,0.89,,,0,,,,,64,43,,,280,280,,,,6,8.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/12/2012,,2.46,,,0.45,,,,,53,43,,,90,100,,,,8.9,15,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/12/2012,,1.12,,,0,,,,,59,39,,,350,360,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/12/2012,,0.89,,,0,,,,,60,39,,,270,290,,,,6,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/01/2013,,0.67,,,0,,,,,61,43,,,100,100,,,,6.9,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/01/2013,,0.22,,,0,,,,,65,40,,,280,290,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/01/2013,,0,,,0,,,,,71,39,,,270,250,,,,6.9,10.1,,,,,,,,,1,,,,,,
