STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WDFG,WDFM,WESD,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT13,WT14,WT16,WT18,WT19
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/08/2007,,2.01,1650,1637,0,,,,,78,64,,,260,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/08/2007,,1.57,1619,1354,0,,,,,84,66,,,270,220,,,,8.9,23,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/08/2007,,1.57,1356,1416,0,,,,,84,65,,,270,280,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/08/2007,,1.79,1642,1359,0,,,,,86,65,,,270,280,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/08/2007,,1.34,1507,1340,0,,,,,87,67,,,270,260,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/08/2007,,0.89,241,241,0,,,,,91,71,,,150,170,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/08/2007,,0.89,1435,1441,0,,,,,96,70,,,270,270,,,,8.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/09/2007,,1.34,1350,1416,0,,,,,95,73,,,270,270,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/09/2007,,0.67,1544,1524,0,,,,,101,74,,,270,260,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/09/2007,,1.34,1654,1257,0,,,,,99,76,,,270,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/09/2007,,1.79,1413,1125,0,,,,,92,69,,,260,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/09/2007,,1.79,1350,1426,0,,,,,85,66,,,270,260,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/09/2007,,2.24,1550,1502,0,,,,,80,65,,,270,270,,,,8.9,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/09/2007,,2.91,1612,1619,0,,,,,77,64,,,270,280,,,,10.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/09/2007,,1.79,1523,1518,0,,,,,78,63,,,270,270,,,,10.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/09/2007,,1.57,1440,1330,0,,,,,79,63,,,270,270,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/09/2007,,1.12,1603,1429,0,,,,,82,62,,,260,270,,,,8.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/09/2007,,1.12,1411,1413,0,,,,,84,61,,,270,270,,,,10.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/09/2007,,1.34,1419,1418,0,,,,,86,61,,,260,270,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/09/2007,,1.12,1426,1426,0,,,,,84,62,,,260,270,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/09/2007,,1.12,1521,1425,0,,,,,83,61,,,270,270,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/09/2007,,1.57,1606,1408,0,,,,,81,59,,,270,280,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/09/2007,,1.34,1513,1512,0,,,,,77,61,,,280,270,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/09/2007,,2.68,1224,1607,0,,,,,76,61,,,280,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/09/2007,,2.24,1546,1412,0,,,,,78,60,,,270,270,,,,8.9,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/09/2007,,2.68,1308,1308,0,,,,,72,62,,,270,270,,,,12.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/09/2007,,1.57,1429,1522,0,,,,,72,58,,,260,270,,,,10.1,16.1,,,,,,,,,1,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/09/2007,,2.24,2318,1433,0.12,,,,,78,58,,,90,210,,,,8.9,17.9,,,1,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/09/2007,,2.91,1013,1110,0.4,,,,,71,58,,,90,140,,,,13,17.9,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/09/2007,,2.01,1307,1611,0,,,,,72,55,,,270,260,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/09/2007,,1.79,1412,1454,0,,,,,77,57,,,260,280,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/09/2007,,1.12,1626,1519,0,,,,,81,59,,,270,260,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/09/2007,,1.34,1546,1432,0,,,,,85,60,,,260,280,,,,8.1,15,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/09/2007,,1.12,1451,1449,0,,,,,81,61,,,270,270,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/09/2007,,1.12,1559,1558,0,,,,,70,63,,,270,280,,,,6.9,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/09/2007,,1.79,1459,1457,0,,,,,75,61,,,270,270,,,,8.9,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/09/2007,,0.22,1620,1237,0,,,,,85,58,,,270,240,,,,6.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/10/2007,,0.45,1542,1457,0,,,,,80,59,,,280,270,,,,8.1,13,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/10/2007,,1.12,1436,1434,0,,,,,87,60,,,270,270,,,,8.1,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/10/2007,,1.34,1421,1420,0,,,,,85,59,,,270,280,,,,8.9,13,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/10/2007,,2.24,1513,1443,0,,,,,76,59,,,280,260,,,,8.1,16.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/10/2007,,2.91,1424,1422,0,,,,,69,58,,,270,250,,,,13,23,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/10/2007,,1.12,1236,1235,0,,,,,75,53,,,270,280,,,,10.1,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/10/2007,,0.89,1553,1619,0,,,,,84,53,,,250,240,,,,6,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/10/2007,,1.57,1353,1359,0,,,,,87,57,,,270,260,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/10/2007,,1.34,1232,1317,0,,,,,77,55,,,270,280,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/10/2007,,2.01,1531,1420,0,,,,,73,55,,,270,280,,,,10.1,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/10/2007,,1.12,1526,1116,0,,,,,73,56,,,270,270,,,,8.1,14.1,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/10/2007,,1.79,1553,1552,0.4,,,,,71,59,,,270,270,,,,8.9,15,,,1,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/10/2007,,2.46,333,332,0.55,,,,,70,57,,,100,90,,,,10.1,16.1,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/10/2007,,1.34,1444,1445,0,,,,,71,56,,,270,270,,,,8.1,14.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/10/2007,,0,1832,1831,0,,,,,64,58,,,260,270,,,,6.9,10.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/10/2007,,1.79,1500,1341,0,,,,,70,58,,,270,230,,,,10.1,17.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/10/2007,,1.12,1254,1142,0,,,,,72,57,,,190,190,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/10/2007,,0.67,1539,1547,0,,,,,79,54,,,270,250,,,,6,8.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/10/2007,,1.12,1438,1437,0,,,,,88,60,,,270,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/10/2007,,2.91,2106,2105,0,,,,,78,60,,,340,340,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/10/2007,,0.89,1635,1429,0,,,,,84,57,,,270,240,,,,6,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/10/2007,,0.22,1145,1238,0,,,,,86,56,,,270,230,,,,6,8.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/10/2007,,0.89,1335,1332,0,,,,,92,60,,,280,270,,,,6.9,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/10/2007,,1.34,1442,1459,0,,,,,95,65,,,270,270,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/10/2007,,0,1515,1515,0,,,,,90,61,,,270,270,,,,6.9,8.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/10/2007,,0.89,2136,2136,0,,,,,80,56,,,100,100,,,,6,8.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/10/2007,,0.22,1536,1515,0,,,,,78,61,,,280,270,,,,6,10.1,,,1,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/10/2007,,0.89,1424,1317,0,,,,,86,61,,,260,280,,,,6.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/10/2007,,0.67,1414,1409,0,,,,,82,61,,,270,270,,,,8.9,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/10/2007,,0.45,1241,1326,0,,,,,71,58,,,260,280,,,,8.1,13,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/10/2007,,1.79,1511,1432,0,,,,,74,56,,,270,270,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/11/2007,,0.67,1609,1303,0,,,,,68,56,,,270,280,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/11/2007,,1.12,1459,1543,0,,,,,72,57,,,270,270,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/11/2007,,0.45,1452,1549,0,,,,,77,55,,,270,260,,,,6,8.9,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/11/2007,,0.89,1332,1315,0,,,,,69,54,,,270,270,,,,8.1,12.1,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/11/2007,,0.67,1439,1438,0,,,,,65,56,,,270,270,,,,8.1,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/11/2007,,0.89,1332,1350,0,,,,,67,56,,,270,260,,,,8.1,14.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/11/2007,,0.89,1617,1557,0,,,,,67,53,,,270,280,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/11/2007,,0.67,1442,1441,0,,,,,62,58,,,270,280,,,,6.9,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/11/2007,,1.12,1508,1636,0,,,,,67,56,,,260,270,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/11/2007,,0.67,1526,1525,0,,,,,68,51,,,270,280,,,,8.9,13,,,1,,,,,,,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/11/2007,,0.67,840,1134,0,,,,,63,54,,,100,150,,,,8.1,8.9,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/11/2007,,0.22,1526,1526,0,,,,,78,52,,,270,270,,,,6,8.9,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/11/2007,,0.89,1540,1610,0,,,,,87,56,,,270,280,,,,8.1,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/11/2007,,1.12,1534,1455,0,,,,,88,61,,,260,270,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/11/2007,,1.12,1339,1532,0,,,,,88,60,,,280,260,,,,8.1,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/11/2007,,1.12,1550,1549,0,,,,,72,58,,,270,280,,,,6.9,10.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/11/2007,,1.57,1624,1525,0,,,,,69,56,,,270,280,,,,6.9,10.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/11/2007,,0.22,1637,1302,0,,,,,64,56,,,260,260,,,,6,10.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/11/2007,,0,1405,1403,0,,,,,69,52,,,280,270,,,,6,8.9,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/11/2007,,0.67,1418,1039,0,,,,,66,51,,,270,140,,,,6,10.1,,,1,1,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/11/2007,,1.12,1542,1511,0,,,,,71,54,,,270,270,,,,6.9,13,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/11/2007,,0.89,1633,1537,0,,,,,65,53,,,270,280,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/11/2007,,0.22,1312,1728,0,,,,,64,51,,,270,220,,,,6.9,15,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/11/2007,,1.12,1227,1226,0,,,,,75,48,,,270,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/11/2007,,0.89,1253,1410,0,,,,,71,50,,,130,190,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/11/2007,,0.67,1426,1417,0,,,,,75,50,,,270,280,,,,6.9,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/11/2007,,0,1332,1733,0,,,,,71,50,,,270,280,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/11/2007,,0.45,1207,2343,0,,,,,76,51,,,30,10,,,,6,8.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/11/2007,,0.22,1609,150,0,,,,,75,52,,,270,40,,,,4.9,8.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/11/2007,,0.45,1214,1213,0.56,,,,,64,52,,,70,70,,,,6.9,10.1,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/12/2007,,2.91,1446,1415,0,,,,,60,47,,,270,250,,,,13,23.9,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/12/2007,,0.89,1644,1654,0,,,,,62,43,,,270,280,,,,6,8.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/12/2007,,0.45,1534,1518,0,,,,,76,47,,,270,270,,,,6,8.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/12/2007,,0.22,1530,1453,0,,,,,83,47,,,280,270,,,,4.9,8.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/12/2007,,1.12,944,938,0,,,,,77,51,,,90,140,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/12/2007,,2.01,1622,2330,0.02,,,,,65,56,,,170,200,,,,6.9,12.1,,,1,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/12/2007,,3.58,1448,1447,0.39,,,,,61,52,,,270,260,,,,13,23,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/12/2007,,1.12,1514,1534,0,,,,,59,46,,,270,270,,,,10.1,17,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/12/2007,,0.67,1617,1428,0,,,,,64,45,,,270,270,,,,6,10.1,,,,,,,,,,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/12/2007,,0.45,1607,1557,0,,,,,65,43,,,260,280,,,,6.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/12/2007,,1.12,1610,1617,0,,,,,64,46,,,260,280,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/12/2007,,0.67,1502,1502,0,,,,,64,42,,,270,260,,,,6.9,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/12/2007,,0.45,1445,1556,0,,,,,65,45,,,270,270,,,,6.9,10.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/12/2007,,0.22,1517,1516,0,,,,,63,42,,,270,280,,,,6.9,10.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/12/2007,,1.12,1442,1125,0,,,,,69,45,,,270,90,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/12/2007,,0.89,1519,1445,0,,,,,68,45,,,260,280,,,,8.1,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/12/2007,,1.79,1659,1621,0.01,,,,,63,46,,,270,270,,,,6.9,13,,,1,,,,,,1,,,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/12/2007,,1.57,1245,2130,0.89,,,,,58,53,,,90,150,,,,6.9,10.1,,,1,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/12/2007,,2.01,920,1629,0.35,,,,,63,54,,,90,270,,,,6.9,10.1,,,1,,,,,,1,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/12/2007,,2.01,2343,2342,0.07,,,,,61,52,,,330,330,,,,13,21,,,1,,,,,,,,1,,1,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/12/2007,,3.36,446,447,0,,,,,63,45,,,340,320,,,,15,23.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/12/2007,,0.45,1538,1547,0,,,,,65,39,,,270,270,,,,6,8.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/12/2007,,0.67,1536,659,0,,,,,74,48,,,270,10,,,,4.9,8.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/12/2007,,2.46,1722,1721,0,,,,,75,49,,,320,330,,,,13,23.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/12/2007,,0.22,2358,2358,0,,,,,68,47,,,330,330,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/12/2007,,2.46,1720,2009,0,,,,,61,43,,,340,350,,,,14.1,25.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/12/2007,,2.24,756,802,0,,,,,58,45,,,330,340,,,,10.1,17.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/12/2007,,0.89,1339,1506,0,,,,,57,43,,,260,290,,,,6,10.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/12/2007,,0.22,1729,1451,0,,,,,59,48,,,270,250,,,,6,8.9,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/12/2007,,0.45,1522,1452,0,,,,,61,43,,,270,270,,,,6.9,12.1,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/12/2007,,0.22,1051,1050,0,,,,,74,43,,,110,110,,,,6.9,8.9,,,1,,,,,,1,,1,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/01/2008,,2.01,2321,2221,0,,,,,71,51,,,40,40,,,,6,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/01/2008,,0.89,957,1006,0,,,,,74,54,,,60,70,,,,8.1,12.1,,,,,,,,,,,,,,,
